,IDs
4910,1324168654297030657
4911,22668801
4912,765977277733736448
4913,77637934
4914,974050359332233216
4915,1282090304309534721
4916,1301430823527145474
4917,956563926824767488
4918,16196307
4919,46229014
4920,1346952750341480448
4921,1293933499154604034
4922,45596175
4923,265745182
4924,25582290
4925,1393685919798947841
4926,707998476181721089
4927,1351124995712413699
4928,1214099868060241921
4929,17685720
4930,1205010761300533248
4931,1413691439221903360
4932,1403010420236075023
4933,49540143
4934,1018089444807725056
4935,1306140003618054144
4936,19479895
4937,1355262480012898307
4938,136153497
4939,1226425370
4940,1267302272809271297
4941,30439303
4942,3177113406
4943,2781832017
4944,3145589647
4945,1251781447641423872
4946,307746524
4947,21475090
4948,934308074323632130
4949,1239015290991771648
4950,281170439
4951,1171806840
4952,299456779
4953,1349193331025145857
4954,1093283376633733121
4955,1436407152902647808
4956,925186023860178945
4957,18652408
4958,1445878299503235073
4959,996993449982418944
4960,1458832713662750723
4961,1458979997490814979
4962,295019404
4963,833094792
4964,934610878799822848
4965,1456461247600341016
4966,1454358036915556364
4967,1489863246433898496
4968,2240281386
4969,1353459703209095169
4970,1452943835827347457
4971,1432986075387949062
4972,1473534512881713152
4973,2387245549
4974,1490019159274663940
4975,782507923322920960
4976,1474746006046744585
4977,33928577
4978,203931221
4979,1463253559735054338
4980,1439939815504596992
4981,1177085212435439617
4982,1483281526523670528
4983,1484600519541030913
4984,1451319594019291138
4985,880146601255329793
4986,1477613292340355072
4987,3899822473
4988,1477488953867468808
4989,1356732293231112199
4990,1452650377
4991,1481125687562018817
4992,1473721632711745536
4993,1472682272809648130
4994,1405755399626641411
4995,1454921862891327488
4996,1324754685815779329
4997,1463477365388967940
4998,1471845838368481284
4999,594175126
5000,21319710
5001,1447843229269905408
5002,1387951460944543746
5003,385686856
5004,1459058082449956865
5005,1380841977835573248
5006,1379113432104980488
5007,949088234675503104
5008,781482596354056193
5009,1455540222712819718
5010,1477574831558299651
5011,1451366929999015940
5012,887512599025262593
5013,1436837722614755329
5014,166869369
5015,971796177225207809
5016,575944542
5017,277162125
5018,14853370
5019,1266114840520806401
5020,720098250880061440
5021,1426058667661611008
5022,1462034903223128067
5023,3301860175
5024,1486155595
5025,975546185392861184
5026,341257028
5027,123408556
5028,1475235790850453504
5029,1406725435
5030,773984596316815360
5031,1477618883326447619
5032,1019116281868451840
5033,1348587216583458817
5034,917917722608132096
5035,777656794717888513
5036,1475594224309579777
5037,1250603137393586178
5038,1475274702574825484
5039,1458250795128864773
5040,2343275545
5041,1370544162
5042,1462514501677461504
5043,1397303419145265157
5044,1455767031647662081
5045,3249062538
5046,1470095182255296516
5047,1476106506013749253
5048,750759246
5049,1370899423518208010
5050,1430470558999793664
5051,1355268789785423872
5052,1350522847387594754
5053,27767678
5054,1397682639172038659
5055,353031006
5056,946400030918873088
5057,1464051355903926274
5058,527942020
5059,1196458832387563522
5060,2279250906
5061,1474721954724827136
5062,1203536174389661697
5063,1466784190561718278
5064,1449498936767488000
5065,1323375873580584963
5066,1472322543797346305
5067,1455336491945660417
5068,1410415669468831744
5069,3008175726
5070,314165613
5071,828002408
5072,238980918
5073,1450755431194898433
5074,1437251319165640707
5075,1361187072216760320
5076,1385375460532523011
5077,1435716513592487938
5078,1044965382770110464
5079,1428572413978046466
5080,1393006851617341440
5081,1406280643990806530
5082,1400604745459404802
5083,944947715590549505
5084,790445351966617600
5085,2444883579
5086,611810614
5087,1699728050
5088,2833853600
5089,737363
5090,1281034648928219136
5091,1354920931181940736
5092,1369394514763341828
5093,1430546686028357639
5094,7739372
5095,168876634
5096,6816282
5097,18705738
5098,605627004
5099,1484238333354119171
5100,1485685494457450500
5101,1442864304940740616
5102,1434119617488867332
5103,1433175583547138063
5104,1443742147300057089
5105,38288147
5106,1426434599245139968
5107,69094173
5108,1377812960710656002
5109,1361864780215181320
5110,19038223
5111,1087481743840591875
5112,1305281655255560194
5113,302852136
5114,22026745
5115,101651891
5116,1390724546810941440
5117,3057919071
5118,925471992857448449
5119,1343351784480395268
5120,1442672358859313155
5121,375421087
5122,815322092627333121
5123,15959091
5124,2833711666
5125,24809221
5126,1152955495084417024
5127,735916149163102209
5128,14608752
5129,1404740970739027969
5130,1273353485124284417
5131,1372407754871209985
5132,1372188484232962053
5133,1206202824142536705
5134,1379183216536420353
5135,1321821057150521344
5136,996116504432164864
5137,1410026253206228992
5138,47638228
5139,1385018672448606210
5140,495520508
5141,1259974319771283456
5142,423578111
5143,1331171436778512387
5144,932019993654505472
5145,114875101
5146,944340174271647744
5147,1251972467477757953
5148,966257820680175617
5149,354172579
5150,16269258
5151,1480698959202975744
5152,1442526544711225350
5153,1089721501
5154,856769759391604736
5155,1326110767108792321
5156,171262406
5157,1485945212350439427
5158,1321556941764743171
5159,555217665
5160,724647605293043712
5161,1265706047467147266
5162,931355906
5163,838955448346738689
5164,1445135155635515397
5165,1432973424385687552
5166,27679765
5167,1092951726
5168,86740583
5169,45005260
5170,239328028
5171,40724204
5172,16561598
5173,1214003683412676608
5174,1392469608649543680
5175,1431092598891061255
5176,1456241349985021952
5177,630514450
5178,1448080049895354373
5179,1353638247226859520
5180,347696097
5181,23488028
5182,716909159040598016
5183,1395366266676957186
5184,818647
5185,789805556806610946
5186,1456011838001401861
5187,1434799180086603783
5188,1412032224262766594
5189,1967549388
5190,1452664547693707275
5191,848628608738488321
5192,2483190054
5193,2706378809
5194,2352709218
5195,1410496613462667266
5196,1350157832880943105
5197,796452830982848512
5198,886199695361679360
5199,4312992373
5200,1426062083720982529
5201,5128151
5202,1314841890945216513
5203,1423488662176555012
5204,1379874346005635074
5205,3071883217
5206,820539740
5207,23353020
5208,1734602376
5209,1363509816291827719
5210,14263015
5211,1449455965187805200
5212,1228229396
5213,361123761
5214,768856632
5215,35542967
5216,157921284
5217,621120875
5218,1435093162070925312
5219,1289450846929862656
5220,1355920335061848065
5221,1434523687621992452
5222,1006646656257941504
5223,788741587580948481
5224,134261982
5225,15188720
5226,1321621806546124800
5227,20374984
5228,1435040869619535872
5229,1369709714368561152
5230,1370171072537055241
5231,14153755
5232,1362131952732696577
5233,1377615311596322816
5234,1393008773699096576
5235,1433805353259503651
5236,780070614
5237,1376384854430990339
5238,1397243070056255488
5239,305989513
5240,2275156749
5241,36989475
5242,1399139289032765447
5243,927039018772164608
5244,25028504
5245,1482826568149864451
5246,95549852
5247,913443973632425984
5248,1430350384317435915
5249,1475193806467313664
5250,1357459599771660288
5251,1331656771895779330
5252,1054172288948559873
5253,1355003261216940032
5254,1382124260647268355
5255,1445799460823609345
5256,1453301577624825859
5257,1430822393803460611
5258,1377703909473411072
5259,1127233710
5260,163842070
5261,162476746
5262,1408640703484235780
5263,949017410727743492
5264,789299
5265,1305859724802482178
5266,1432611162139418625
5267,140971179
5268,1365026159667392515
5269,866764029083004928
5270,1367617727154819072
5271,49191469
5272,793907290151612416
5273,1430364522284466179
5274,1294988875161579520
5275,1235439543303704578
5276,2647057027
5277,1424480607967531011
5278,1406081831150055427
5279,1383730029520031749
5280,1407019579717603330
5281,3013284888
5282,984932762892120064
5283,1367576081398558720
5284,105546608
5285,1346193678939820033
5286,156440182
5287,1419160462638284800
5288,569695377
5289,1259409824229412864
5290,1348070261510320128
5291,1334321740747427840
5292,1386367768023404546
5293,1126202352355160065
5294,1369745395002249219
5295,1397924799502950409
5296,1356284543473479775
5297,1374559928203939843
5298,960230981885218817
5299,1347217735298781188
5300,2205580686
5301,971188623268827137
5302,1026588357671956481
5303,1345644136351870977
5304,1443047145146224640
5305,1127702947
5306,965852976173662208
5307,2180633959
5308,1441151012434108420
5309,1419516530161709060
5310,1484872003236790277
5311,18558500
5312,114979659
5313,1447184011898589184
5314,621312758
5315,211121640
5316,356971346
5317,1470570601647542276
5318,3965222775
5319,1462484218433486848
5320,1476949982766899203
5321,1448022738606739466
5322,750467456
5323,1417867845665378308
5324,1432741996637003784
5325,1398323295326392322
5326,1408573569601347591
5327,17879667
5328,14118247
5329,52493973
5330,26843710
5331,238226898
5332,1398276321780842496
5333,1328846754482188289
5334,1421472416740659200
5335,559886119
5336,611831155
5337,1328688125208616961
5338,1329546364485832704
5339,1444363712412934145
5340,18070687
5341,1398880298251788289
5342,14693326
5343,1387877296539906052
5344,727222794535243776
5345,274170069
5346,357236105
5347,1440996589913395200
5348,1430046470271422467
5349,1364999885901221895
5350,1944470730
5351,1257244767315951616
5352,1461963213478580229
5353,948381149272866818
5354,4350316039
5355,999356548634824704
5356,870107865775788033
5357,794508592946839553
5358,1426359568792178690
5359,74772945
5360,1008327717908041728
5361,801697448
5362,37760178
5363,1437916786024861696
5364,1459899094512680960
5365,30882034
5366,1378796856575205377
5367,1122926590726422528
5368,863502636347256832
5369,775529897926152192
5370,1405118192825950209
5371,284305883
5372,1245320373815697411
5373,1441582824016863237
5374,1172605825648513024
5375,417629281
5376,1459621069652848643
5377,222568511
5378,2792491415
5379,329538621
5380,14485192
5381,31902421
5382,910861828993028096
5383,1349567838277623808
5384,1449148430496976902
5385,1459701692396625926
5386,1389601719626108929
5387,1410811689801506816
5388,917121950261985280
5389,1376578304241770496
5390,1415369982976925699
5391,941047720537571328
5392,1454827344347213825
5393,1447445611301806080
5394,1427281801312149511
5395,1445408900661063685
5396,17221298
5397,170101283
5398,336969550
5399,1448134889954443267
5400,1393785170868809728
5401,1449460729724166144
5402,1008820255353958400
5403,1431019964639625230
5404,55318308
5405,1400086107757350915
5406,1425475230676443140
5407,1448821869814059048
5408,22297620
5409,449094390
5410,1431076074801090567
5411,176365707
5412,2872986118
5413,1453014922070265874
5414,1470245544790564865
5415,1458563064123428864
5416,1439165843909271552
5417,33625933
5418,1468880093246541825
5419,1496276232107094020
5420,1111343775035596801
5421,23763318
5422,1355928622629068807
5423,1179150692767846400
5424,412836292
5425,1473059090863738884
5426,1435461762107723777
5427,1488670924597436418
5428,137044620
5429,77948124
5430,941974044
5431,579017095
5432,1445043448717844484
5433,829000457544749056
5434,1384765579098271744
5435,1354360397369896960
5436,73816310
5437,1382344488073322500
5438,216205154
5439,99450611
5440,961358418
5441,1176456871085006848
5442,1450539042903248896
5443,1359248892630564866
5444,1316738100
5445,1383520608739205121
5446,1429353061361750021
5447,2721712265
5448,1449089219893370880
5449,1467518865575981059
5450,1478602805967421443
5451,1477174444569341953
5452,436476907
5453,1347766815401775108
5454,946870134907523073
5455,2586378061
5456,16457346
5457,1066760183798484993
5458,1358173832142409729
5459,1271254646397362176
5460,942207733
5461,1476293294908923905
5462,1474971738525949954
5463,76176369
5464,3713879835
5465,18909973
5466,1326323170236882945
5467,230524140
5468,707447884241883138
5469,383409974
5470,1480795195075530754
5471,415956423
5472,1482876977895854082
5473,11879022
5474,1413720972926984195
5475,1403614504575934465
5476,1403263643937128450
5477,1422942562013356033
5478,1422316748221476865
5479,1422098853075906561
5480,939698826041892864
5481,1278250710405009408
5482,1427430258991587331
5483,1431743670970105859
5484,1428074835737993219
5485,1432924676569718790
5486,1432722639257276425
5487,1462515137068220417
5488,1432773679759429635
5489,1444121182488301574
5490,1443980006024257543
5491,1443687392867651588
5492,1447958148803964933
5493,1437914328674541568
5494,1449336839790374912
5495,179248783
5496,381599970
5497,1362754619395493889
5498,53054118
5499,3126356185
5500,1438706206642778113
5501,95288962
5502,978018152662499328
5503,2457406963
5504,2149238767
5505,2354030225
5506,2808786187
5507,1465868306255073282
5508,1291692893808275457
5509,4544578035
5510,1310614154101903360
5511,1374555971901652993
5512,1340705581007572992
5513,1355676181425762306
5514,1296164116806152197
5515,1461207325096779777
5516,1321491274680029184
5517,2235688431
5518,1354598580485566483
5519,4857080987
5520,1434778917630578688
5521,1372941700021198851
5522,1390149279885381632
5523,385685441
5524,1433245988039188490
5525,3648620000
5526,1438687863944540167
5527,21051129
5528,1477829447231295492
5529,1477619369274482688
5530,158985067
5531,1464720347203317761
5532,1438518618413699084
5533,1402745749188841480
5534,1472313257750847502
5535,1465784844315725831
5536,1445349300540633091
5537,1398463885552676866
5538,869327934674407425
5539,625110348
5540,1456989645183533057
5541,224615960
5542,1470588959503699968
5543,1468059265818521604
5544,1059279810
5545,955175363138727938
5546,1206782293290807297
5547,319045941
5548,1371566218558210049
5549,1443677327423008776
5550,1295599981416656896
5551,1450177387212255235
5552,1476673968824365061
5553,16411195
5554,1387745524531568647
5555,960292571267215360
5556,1180213025250451456
5557,56502837
5558,59873389
5559,1408842968119885825
5560,1188556417579438081
5561,1878243817
5562,2346495650
5563,1425153976161476609
5564,745605514172702720
5565,2764148882
5566,1300329222834069505
5567,836741538797477888
5568,1434393649471791106
5569,1486532728581500932
5570,247405093
5571,505489597
5572,1478943540998819841
5573,1218848978931998722
5574,348561633
5575,1440425223073918984
5576,1427826126122995716
5577,1458442564357459973
5578,1104060092314501120
5579,363173348
5580,1285624829744381952
5581,66809779
5582,1476255067934179330
5583,1465996023575285765
5584,1391776397245485060
5585,949416615900274689
5586,1451455231196270593
5587,1392562927736172545
5588,1153175980598427648
5589,1300517764424228866
5590,990394440584957952
5591,1373815026457444356
5592,1381131897657466881
5593,2784099100
5594,1066723586969358336
5595,1435007563095941122
5596,1444298701699117062
5597,1355385063408427008
5598,1368633523779686400
5599,896692499879649280
5600,3535655415
5601,1259907122231300096
5602,1458860174467375111
5603,1350612104898879488
5604,2356432656
5605,1454187602530209797
5606,1461679743971971075
5607,946143591273025536
5608,1249740856967430144
5609,35950604
5610,1458851851865141252
5611,1367552114642321410
5612,1448777497575936001
5613,1410938468411142149
5614,1359048985487417351
5615,1425316749797330951
5616,1451104992199315456
5617,1448093794541449218
5618,1030071902272974849
5619,1448371611955081220
5620,1449266529913110529
5621,983579533654839296
5622,1416613688128114690
5623,1443832439487418369
5624,1425585963363885059
5625,1398416805270638592
5626,1330621135306825731
5627,1447703044561543169
5628,1431679042051133443
5629,1471696796414054401
5630,1376803596646375427
5631,798720921284595712
5632,1416821046
5633,1410004387
5634,1475477085812572163
5635,1482431387508559877
5636,1434814766455959552
5637,1419279078985768963
5638,1471611503723913217
5639,1382978377758412802
5640,127549772
5641,974442575468867584
5642,480958898
5643,1395454336247865345
5644,1473859708159246342
5645,1439921912545566722
5646,1469994653340651520
5647,1091497571816747008
5648,1253282077006540802
5649,1432485065427075073
5650,1446239263570399233
5651,1279290554778443777
5652,1425096433355661317
5653,1470242820195864577
5654,821870012491141120
5655,85709588
5656,14628341
5657,719472337
5658,921809673917026304
5659,12363982
5660,1458510585587507204
5661,819748581984833537
5662,583245674
5663,1243580245678186503
5664,21447900
5665,357281199
5666,348053313
5667,1318364923932643329
5668,1364010612678922240
5669,3502635496
5670,928651527383744512
5671,1388676361338998784
5672,987112554664165376
5673,2429656440
5674,1391439517178028036
5675,1258890362426400770
5676,1374379409717690369
5677,1387668840318910466
5678,994319107658010624
5679,1389237243001380866
5680,3135335414
5681,1442411891683299333
5682,914993164003328007
5683,64300104
5684,715209769217302528
5685,842840798
5686,48813545
5687,1473649621360599052
5688,554519148
5689,1447577536725192709
5690,784514088013590529
5691,1361099120551878663
5692,61703184
5693,1462780762177126401
5694,1171537446103736321
5695,933013852844945409
5696,1133799705241182208
5697,1200288442053283840
5698,1472740958156513288
5699,17256825
5700,1460600638174334976
5701,89302827
5702,1199430522147135490
5703,943736209888694272
5704,979712663876964352
5705,790972527531134977
5706,1363429532
5707,1484281924491399175
5708,41003670
5709,1479116940811505664
5710,1460410943989501953
5711,3217965094
5712,1467478467444891651
5713,759514230953476096
5714,1350277976341045248
5715,1328160804223545344
5716,14309869
5717,1445117139669692423
5718,1485743656338296835
5719,1486450905549447169
5720,1358739670008352768
5721,1352913230864076800
5722,1482657889609302016
5723,751922760457289728
5724,333243842
5725,720982343398195201
5726,1476671785181462544
5727,2375664585
5728,2445374695
5729,1371873702124658688
5730,74320943
5731,1291792874376433666
5732,838710042
5733,70635716
5734,2914131308
5735,765449551
5736,4661330325
5737,1470531804281016320
5738,1444799765263396864
5739,1015304507314528257
5740,444262205
5741,1210289817487073281
5742,850930803706019840
5743,3330809854
5744,722075040
5745,1392289753815416834
5746,3057869053
5747,1430594686645850121
5748,590702153
5749,1435534738245267460
5750,16430345
5751,3367785664
5752,544170713
5753,2357797574
5754,295422420
5755,1364286774428786695
5756,905617959640592384
5757,14095242
5758,349123713
5759,465952920
5760,913548231094804480
5761,3037070976
5762,403115190
5763,1333176008455847937
5764,36164088
5765,194340760
5766,207693181
5767,322142848
5768,577420614
5769,877672386
5770,970869459253542913
5771,748181553268719616
5772,1432175449526849537
5773,4735819822
5774,1461852304148254725
5775,493907876
5776,986798436916842496
5777,1011972940555014144
5778,751279830205812737
5779,998530923766349824
5780,3436446945
5781,1388137970297982978
5782,841338403597778944
5783,1434429575967088640
5784,1335301587456036864
5785,1465178568045084673
5786,41854515
5787,457213626
5788,1265333856862863369
5789,320382756
5790,1434080832277209091
5791,1368712649396125698
5792,79859561
5793,1240405984205553666
5794,10227042
5795,285047829
5796,304335173
5797,762661832670711808
5798,1342238363743617027
5799,1389198700535173124
5800,1433128188842897408
5801,221331112
5802,1311270869306667015
5803,1291144392720429059
5804,1474128616585932803
5805,1475812679172468737
5806,1452312320089153556
5807,1295398136190365696
5808,275739663
5809,1473076033490284547
5810,751573
5811,1384041475097317377
5812,1401047579647954944
5813,1440442157685346309
5814,1434759163335221249
5815,1493865135080816640
5816,1357043301862559744
5817,1453246568652582918
5818,1145836413851713536
5819,80394870
5820,1492531530945548289
5821,230855019
5822,1454847851171913737
5823,1436216036236267522
5824,1488526212620242947
5825,781990831364444160
5826,1481360973449478144
5827,1389696110617407493
5828,61935930
5829,1436728978727964679
5830,1381692654874935298
5831,1378667494769106944
5832,1043565290213269504
5833,950951880926154752
5834,715586636
5835,1416763692759269378
5836,1369705427949121540
5837,1179476598
5838,1472731329947078657
5839,1488639106120835072
5840,1366404146480484360
5841,1447017106667606018
5842,1364676283561517059
5843,1479137016411561986
5844,816592855342972928
5845,1339572294931410947
5846,2271958132
5847,1471185839636066311
5848,2393238324
5849,1172783172825882624
5850,1182378700266004481
5851,1458748715733291009
5852,1427223536414994437
5853,1451041856565833730
5854,1340008748371349514
5855,1463918876396240897
5856,1434523485263388673
5857,1366121919779659778
5858,3848404875
5859,1435983896605302802
5860,1405224322642423809
5861,1486999108388855808
5862,1461683374955941896
5863,167369105
5864,16186435
5865,1429694432048156674
5866,1373155422249525250
5867,1432366286856720387
5868,1126409857245093888
5869,1609689422
5870,1311478100367233024
5871,1277186033554202624
5872,963237750802493440
5873,1182751913982550016
5874,874807634406277124
5875,15053508
5876,1435317816614342659
5877,1393900666557550593
5878,1458849356665135104
5879,1465124380665470977
5880,902257323556655104
5881,5909502
5882,82496210
5883,1436197683442511889
5884,46826845
5885,2424043166
5886,3915814696
5887,1451149337325674507
5888,835433231541379072
5889,69094455
5890,1358539621777371141
5891,1479949674832355330
5892,3113287368
5893,1371008419365318656
5894,1473103673815449604
5895,725799656
5896,898828655631056898
5897,1335624762631008257
5898,3842914575
5899,1424170843249250304
5900,368457377
5901,317210473
5902,349009764
5903,1380406393396588544
5904,1444969659091070977
5905,1467585905720389633
5906,996005942
5907,1402464180855132161
5908,1618705830
5909,1459262005534097410
5910,621848087
5911,1472431543620616195
5912,1442701393609908228
5913,2422767604
5914,946843396693471232
5915,3052217131
5916,2490551611
5917,1289189853939281920
5918,1452786520348233729
5919,747169511305003008
5920,142821972
5921,1237738996467404800
5922,1336875482386636800
5923,720141032676057088
5924,1374163302171901957
5925,539358683
5926,14317516
5927,96521375
5928,14626360
5929,205328217
5930,18981766
5931,3466841966
5932,53750248
5933,143507352
5934,327024385
5935,2286312794
5936,257413801
5937,168340488
5938,79365337
5939,55080227
5940,1267259278089261057
5941,455186933
5942,1480624263581384707
5943,1448641454260293640
5944,2997000628
5945,1263739828371435520
5946,1453421677359030286
5947,1072821160440680448
5948,97997797
5949,1320235267270316037
5950,599533779
5951,1482799730392330242
5952,1451984960982716420
5953,1386921956272795652
5954,1428757858439421954
5955,1172582333565652992
5956,1470474710198673421
5957,1387234353231499268
5958,2903456864
5959,1415786246765490178
5960,2295767990
5961,1456875357890654210
5962,498432483
5963,770677595801260032
5964,788921412119502853
5965,1275770481984110597
5966,3525102982
5967,709164821174996992
5968,1431215677604511751
5969,1366814382206816256
5970,483830502
5971,1463612858005172236
5972,261144308
5973,1462171458457804801
5974,1355959618837610506
5975,1083730517223264256
5976,1241463944222576641
5977,1463286759614291975
5978,767798584788017152
5979,35523253
5980,1347931130222280704
5981,1437835270888562689
5982,1428846560679391233
5983,55028896
5984,3290995412
5985,2871136248
5986,1391217101528985601
5987,1458491988211294209
5988,1359398646689767424
5989,878298127
5990,376451783
5991,717283089425149952
5992,1438004250550833154
5993,1060708027798618112
5994,1430199497272041477
5995,1431958198865514497
5996,1439403774125256706
5997,1434553602605998082
5998,1238391254817198081
5999,151747917
6000,1310791229274124288
6001,1002172862646534144
6002,1392020516630761480
6003,1319320195203170304
6004,1479239737328160771
6005,939968496565391360
6006,1044989133150597125
6007,274459806
6008,22988299
6009,1357425812870483968
6010,31261861
6011,935442928528478208
6012,1028885430
6013,1628701333
6014,1439007477073424387
6015,15410631
6016,1482727755322396678
6017,1352128111131942912
6018,1408672527342256131
6019,1446276415595421708
6020,1370728932094443524
6021,1428793365454327808
6022,1432022428968968193
6023,792683822
6024,1350468520878944256
6025,24728207
6026,22752683
6027,1453758211236958210
6028,801131166581587969
6029,1463903404128817155
6030,1298373992080789504
6031,1368128424477220864
6032,1250594915110645760
6033,93808891
6034,384364819
6035,1358123820922642434
6036,834076922
6037,1386055959408123904
6038,1096729758107398144
6039,1371851145136762881
6040,723689914781601792
6041,1379330736533164035
6042,945080883719081985
6043,2509587143
6044,1373108714819911683
6045,1395562111518969859
6046,1341619628196438016
6047,1399795897471574017
6048,17551188
6049,1381415519727857665
6050,1405942627913154567
6051,342954066
6052,1408829653012320256
6053,3040907056
6054,2677553486
6055,1396124788503060484
6056,142859271
6057,1486122223165394955
6058,29950229
6059,1138872401582837760
6060,1446852802366615554
6061,1188605126438617088
6062,723228966
6063,292519835
6064,19069138
6065,1137750619954065408
6066,1335385464090476545
6067,762022103998537728
6068,129911166
6069,1393774798543544320
6070,240392109
6071,1281301487449018368
6072,337966401
6073,1357285515725185024
6074,1461113760547020800
6075,3234502940
6076,30104425
6077,1258375233578455043
6078,3774355528
6079,362787242
6080,1374900043874975744
6081,1351725943417659392
6082,1192189411263311872
6083,1457810141890351107
6084,1427407069171306499
6085,1403096207702904834
6086,1430611264313696263
6087,1456052797313622019
6088,1463114258099552259
6089,1274536555726557184
6090,4605225262
6091,1428398946196631553
6092,1150963412941385728
6093,1687792208
6094,605312460
6095,257938032
6096,959276832896921601
6097,329299859
6098,1485657569603502082
6099,52536361
6100,1338503542940831744
6101,291690986
6102,1279816973715533824
6103,1393190768387321860
6104,1358468133040885768
6105,1215637406503899136
6106,1460764558520369161
6107,1281246509552500737
6108,1462091038714052610
6109,1442827332146892803
6110,1462232193619615749
6111,1468500759331614726
6112,23899492
6113,3185838302
6114,21408892
6115,1365090718566473735
6116,1349616770378833920
6117,1368099770171023361
6118,2205332349
6119,175685736
6120,1395410563740565506
6121,19268776
6122,1356232309628940291
6123,14773606
6124,1097588259947986945
6125,1380033326568808451
6126,1442175658356973572
6127,786189104241311745
6128,1442670312726827011
6129,879087652213063680
6130,3325550051
6131,1014322279654875136
6132,701575272223678464
6133,1431449031167860745
6134,14444852
6135,29684714
6136,1378383236712296448
6137,913708203480715264
6138,1385590357287706625
6139,4903022837
6140,163859958
6141,1405926198908174339
6142,44273247
6143,1360292718296010753
6144,1454668102638059521
6145,1031954334718865408
6146,783885205
6147,609711161
6148,362989888
6149,207297012
6150,1412878760228003844
6151,1470588844688883713
6152,228052113
6153,1448204181492355073
6154,1460269201604546561
6155,1459929134868672524
6156,1166300798
6157,216357059
6158,2384157752
6159,327525998
6160,781655848405733376
6161,1492473649063940097
6162,35800323
6163,821911189101969408
6164,841108134747860992
6165,1469052231060267012
6166,1453207424924536843
6167,1447059852447166466
6168,1430117200971456513
6169,1482539809986031620
6170,1428529541501358096
6171,1287473970153807872
6172,219998692
6173,1422298863923249153
6174,15393134
6175,1429913236216979456
6176,1426589573308637186
6177,2479586693
6178,1332341281901699078
6179,1275025400268128256
6180,1430323966883860484
6181,705535622002429952
6182,1480592105848250372
6183,1461347199145496590
6184,429669687
6185,1414897616572207122
6186,188816671
6187,21260146
6188,968778832424583168
6189,122171326
6190,209757834
6191,1433047408364097547
6192,1359619790332194818
6193,4920224891
6194,898102784444293125
6195,1423099930072080385
6196,255346346
6197,1454111290796953614
6198,1490410713617215492
6199,1482357261943115778
6200,949890553356972034
6201,1386455164312334336
6202,1484900295750545411
6203,1487010601364766725
6204,1392912209143943172
6205,1154845710
6206,1478917898823426056
6207,1484328696659939329
6208,1473263464122662917
6209,21748333
6210,370465328
6211,1479157088693723138
6212,1475222704219471879
6213,1488123430813769739
6214,1419285095668666368
6215,1062629586
6216,1481658659012681733
6217,1476273910404591623
6218,16686531
6219,1449124431201292290
6220,30988204
6221,70243899
6222,21362245
6223,1475642619061538816
6224,1383068072957779971
6225,1474917947588104197
6226,1448363004093816833
6227,1011741234782666752
6228,3350732777
6229,1435609653329764363
6230,358355926
6231,1403841089946099716
6232,460545209
6233,1469709574496268295
6234,104929369
6235,16335666
6236,1141398143419817984
6237,1215703178525794304
6238,1425733633470464001
6239,1177432973072687104
6240,1420561471465984005
6241,4862465936
6242,333604107
6243,1314490592236384257
6244,1534483243
6245,320554162
6246,393006557
6247,1376016176824922112
6248,2525670734
6249,1437611506124804101
6250,1441507975131275266
6251,1384573262319980545
6252,1484180221414703106
6253,774231981861109760
6254,1144190569
6255,1474240480066088996
6256,216576157
6257,1118642310043115520
6258,1460012293362696201
6259,1314364721483579393
6260,465429533
6261,1477786426024595466
6262,1491662244807118851
6263,2367446583
6264,1464693245217320971
6265,1446512470928105472
6266,1466160997027049477
6267,1486467206410027011
6268,1221514729828638720
6269,1485984799231811586
6270,2603645220
6271,1474865942203043841
6272,1429978225103441924
6273,1462289294782046213
6274,1477439023756951553
6275,1369663044524113921
6276,1445863261715394563
6277,2736484797
6278,1414711657998262272
6279,909605455818776578
6280,415123088
6281,1290638888436989955
6282,744339164032688128
6283,1390297965005197315
6284,23012428
6285,93133143
6286,139071163
6287,1371874606374588417
6288,1468741664118165506
6289,1483201924652748807
6290,491791650
6291,811312105
6292,1465452155469500418
6293,2664256441
6294,745751996808970244
6295,1438530884106285061
6296,1412214967634300964
6297,1289622997293129728
6298,1298852745731018752
6299,11034872
6300,285759705
6301,1473603728406052866
6302,366381507
6303,14068197
6304,380860981
6305,1436851761969463296
6306,1485696876032757760
6307,1467237680429813760
6308,38552055
6309,1379813457269288965
6310,24987923
6311,29841900
6312,1471840559815925767
6313,41682506
6314,223004779
6315,1104491791418445824
6316,1469777877331845126
6317,1730824398
6318,36898538
6319,265612668
6320,1384247719934320653
6321,18415509
6322,1449440769966845959
6323,1392867249413836806
6324,1476034742172925952
6325,242835335
6326,907690588459425792
6327,1462677510726946819
6328,307618634
6329,1462977467782598663
6330,1370839855094185987
6331,1424593043789959174
6332,430984106
6333,1336367522325655552
6334,334736071
6335,74054666
6336,1403588148693590017
6337,172019230
6338,1266262232905605122
6339,885692517261430784
6340,1159092122
6341,29178452
6342,474590342
6343,1441218543324844037
6344,208715890
6345,1445859188618366982
6346,2893133450
6347,813054739936067585
6348,1237562676085231616
6349,1469085789913071619
6350,409001754
6351,1477717271636287492
6352,2503161364
6353,1108556593224957953
6354,1430691978195488768
6355,948319952
6356,1390085245400059906
6357,1452379843467874307
6358,1491425069280735234
6359,1409592801046716420
6360,799745998918717440
6361,1448683458373562373
6362,1301192342926503943
6363,1403393583009472515
